country,date,description,hazard,importer,incidents,link,name,remedy,retailer,units
USA,"December 16, 2013","This recall involves Wahl Total Care products used to clean and lubricate hair clippers, trimmers and shavers. The product was sold in six ounce aerosol cans. The white label on the can reads ""Wahl Total Care"" and ""Clipper, Trimmer, Shaver."" Model number 03772 is printed on the back of the can.","Vapors from the propellant in the Total Care product can ignite upon contact with hair clippers, posing a burn hazard to consumers.",,"Wahl has received three reports of incidents of the product igniting, including one report of minor burns.",https://cpsc.gov/Recalls/2014/Wahl-Recalls-Total-Care-Aerosol-Cleaner,"Total Care, Aerosol Cleaner, Lubricant & Coolant",Replace,"Meijer, Walmart and other retail stores nationwide and online at Amazon.com from June 2009 to October 2013 for about $5.","About 720,000"
USA,"December 12, 2013","The recall involves Aristocrat II brand wall-to-wall carpet with style number 7L514. The carpet was sold in one color, ""Pale Clay."" A date stamp on the back of the carpet reads ""USA 760 MEA 52545,"" the date ""06-07-2013,"" a time range between 00:45 and 3:00 and the words ""Pile: 100% Polyester."" The stamp is repeated every six feet. ","The carpet fails to meet federal flammability standards, posing a fire hazard to consumers.",,None reported,https://cpsc.gov/Recalls/2014/Shaw-Industries-Recalls-Carpet,Aristocrat II Carpet,Refund,,"About 16,300 yards"
China,"December 12, 2013","This recall involves black Coby 32-inch flat screen televisions with model number TFTV3229 and serial numbers beginning with LG and that have M07 or M10 in the 9th, 10th and 11th position of the serial number. The model and serial numbers are printed on a label on the back of the televisions and Coby is printed on the front. Coby USA is out of business.","An electronic component can fail, catch fire and ignite nearby items, posing fire and burn hazards.",,"CPSC has received reports of six incidents involving the televisions overheating, smoking or catching fire.  One incident involved a television catching on fire and scorching a wall. Another involved a fire that was limited to the television.  No injuries have been reported.",https://cpsc.gov/Recalls/2014/Thirteen-Retailers-Recall-32-Coby-Flat-Screen-Televisions,Coby 32-inch flat screen televisions,Refund,"ABC Warehouse, ALCO Stores Inc., Fry's Electronics, h.h. gregg, Nebraska Furniture Mart, P.C. Richard & Son, Sears/Kmart, Stanford Electronics, Toys R Us, online at BestBuy.com, bestbuy.dtdeals.com, dealtree.com and techliquidators.com, and online and by catalog at homeatfive.com, seventhavenue.com and wards.com, and other stores and sites nationwide, from August 2011 through November 2013 for between $170 and $260.","About 8,900"
"Taiwan, United States and Germany","December 12, 2013","This recall involves model year 2013 Trek Madone bicycles with model numbers 5.2, 5.9, 6.2, 6.5, 7.7 or 7.9, and serial numbers starting with WTU and ending with G or H. A list of all serial numbers included in the recall is at ","The bicycle's front brake can fail, posing a crash hazard.",,Trek has received five reports of loose front brake attachment bolts. No injuries have been reported.,https://cpsc.gov/Recalls/2014/Trek-Recalls-Madone-Bicycles,Trek model year 2013 Madone bicycles,Replace,"Bicycle stores nationwide from July 2012 through December 2013 for between $3,400 and $6,300, and for custom models between $4,000 and $15,000. ","6,800"
China,"December 12, 2013",This recall involves Doodlebutt Jelly BeadZ Jumbo BeadZ and Magic Growing Fruity Fun water-absorbing polymer toys. The toys can absorb from 300 to 500 times their weight in water and can grow up to eight times their original size.,"These soft and colorful products can be mistaken by a child for candy. When swallowed, they can expand inside a child's body and cause intestinal obstructions, resulting in severe discomfort, vomiting, dehydration and could be life threatening. Similar toys have not shown up on x-rays and needed surgery to be removed from the body.",,None reported. CPSC is aware of one incident with a similar water-absorbing polymer ball product in which an 8-month-old girl ingested the ball and it had to be surgically removed and two cases outside of the U.S. with one death. ,https://cpsc.gov/Recalls/2014/Doodlebutt-Recalls-Jelly-BeadZ-Jumbo-BeadZ-and-Magic-Growing-Fruity-Fun-Toys,Water-absorbing polymer toys,Refund,Amazon.com from February 2012 through September 2013 for about $9 ,"About 1,500"
China,"December 12, 2013",This recall involves black wooden accent chairs with a shaped wood top rail and center back splat. The chairs have a black and white chevron print seat cushion. Item number 5218300 and PO number 9099294 are printed on the chair's hang tag and a tag affixed to the underside of the chair. ,"The front legs on the chair can loosen and detach, posing a fall hazard and risk of injury to the consumer.",,Hobby Lobby has received one report of the chair collapsing.,https://cpsc.gov/Recalls/2014/Hobby-Lobby-Stores-Recalls-Accent-Chairs,Accent Chair,Refund,,"About 1,400"
China,"December 16, 2013","This recall involves the Twinkling Pine pre-lit artificial Christmas trees sold under the Enchanted Forrest brand. The Christmas trees are green and stand 7 ? feet tall. They have 400 champagne-colored, slow-twinkling LED lights and a green metal stand. The recalled model number 287-1261 and UPC code 741895425478 are printed on the retail box and on a red tag attached to a tree branch. ","The electrical components of the tree's light strings can overheat and melt, posing fire, burn, and shock hazards to consumers.",,"Menards has received two reports of the tree's light strings overheating, melting or smoking. No injuries have been reported. ",https://cpsc.gov/Recalls/2014/Seasonal-Specialties-Recalls-Pre-lit-Christmas-Trees,Pre-lit artificial Christmas trees,Refund,,"About 1,800"
China,"December 16, 2013","This recall involves girl's hooded faux leather jackets with a zipper front closure and bearing a Yoki Girls label at the neck. They were sold in girl's sizes 7 through 16. The jacket comes in black or charcoal, with drawstrings through the neck area. The coats have snap button pockets on each side and a zippered pocket on the top left chest area. Both the black and charcoal colored jackets have a grey hood. Style number JK2503G is on the product care label located on the lower left inside seam. ","The jackets have a drawstring through the hood which can pose a strangulation hazard to children. In February 1996, CPSC issued",,None reported.,https://cpsc.gov/Recalls/2014/Mirage-Fashions-Recalls-Yoki-Girls-Faux-Leather-Jackets-with-Drawstrings,Yoki Girl's Faux Leather Jacket,Repair,,About 758
Mexico,"December 10, 2013","This recall involves 2013 Exmark Commercial 30"" Walk-Behind Mowers, model ECKA30 and serial numbers ranging from 313605897 to 313660824. The phrases ""Commercial 30"" and ""Exmark"" are printed on the front of the black and red mower. ""Exmark"" is also printed on the side of the mower. The model and serial numbers are located on a decal affixed to the engine base above the left rear tire.",The mower's blade can break and injure the user and others nearby.,,None,https://cpsc.gov/Recalls/2014/Exmark-Recalls-Commercial-Walk-Behind-Mowers,Commercial Walk-Behind Mowers,Repair,"Exmark dealers nationwide from November 2012 through October 2013 for about $1,800.","About 6,900 in the United States and 330 in Canada"
Indonesia,"December 11, 2013","This recall involves girls pink hooded jackets. The jacket is 97 % cotton 3% spandex. The jackets have pink and black leopard print drawstrings and pink and black leopard print on the sides of the jacket. ""IQ girls"" is printed on the sewn-in label located on the back of the neck. The model number included in the recall is 86557 and can be found printed on a sewn in label in the back of the neck. This recall involves jacket sizes girls 4 through 12.","The jackets have a drawstring through the hood which can pose a strangulation hazard to children. In February 1996, CPSC issued ",,None reported.,https://cpsc.gov/Recalls/2014/Rams-Imports-Recalls-Girls-Pink-Leopard-Jackets,IQ Girls' Hooded Pink Leopard Jackets,Repair,,About 756
Mexico,"December 10, 2013","This recall involves 2013 Toro TimeMaster 30"" and 2013 Toro TurfMaster 30"" lawn mowers with the following model and serial numbers: Model number 20199 with serial numbers ranging from 313000101 to 313020271; model number 20200 with serial numbers ranging from 313000101 to 313007366; and, model number 22200 with serial numbers ranging from 313000101 to 313007146.  The phrases ""TimeMaster"" or ""TurfMaster"" and ""Toro"" are printed on the front of the black and red mower. ""Toro"" is also printed on the side of the mower. The model and serial numbers are located on a decal affixed to the engine base above the left rear tire. ",The mower's blade can break and injure the user and others nearby,,Toro has received ten reports of blades breaking. No injuries have been reported.,https://cpsc.gov/Recalls/2014/Toro-Recalls-TimeMaster-and-TurfMaster-Lawn-Mowers,TimeMaster and TurfMaster lawn mowers,Repair,"Toro dealers nationwide from November 2012 through October 2013 for between $999 and $1,799.  ","About 34,500 in the United States and 1,600 in Canada"
